timestamp,decision_id,vol_prob,trend_prob,liq_prob,lattice_state,regime_confidence,signal,signal_source,order_type,order_qty,order_notional,order_id,order_status,fill_price,slippage_bps,model_version,config_hash,notes
2026-01-07T22:07:56.623466+00:00,D000001,0.00019214985744305982,0.0071267095464171825,1.0000000036274914e-15,1,0.9951207603974259,ENTER_LONG,regime_model,,,,c67a6b28-71ee-4c61-bb40-b1b717bb44a0,accepted,,,9cb7d66,99914b93,"Vol=0, Trend=0, Liq=0"
