date,open,high,low,close,volume,return_1d,log_return_1d,return_3d,log_return_3d,return_5d,log_return_5d,return_10d,log_return_10d,return_20d,log_return_20d,return_50d,log_return_50d,volatility_5d,realized_vol_5d,volatility_10d,realized_vol_10d,volatility_20d,realized_vol_20d,ma_5,ma_5_ratio,ma_5_slope,ma_10,ma_10_ratio,ma_10_slope,ma_20,ma_20_ratio,ma_20_slope,ma_50,ma_50_ratio,ma_50_slope,ma_200,ma_200_ratio,ma_200_slope,rsi_14,rsi_30,atr_14,atr_30,high_20,low_20,price_position_20,high_50,low_50,price_position_50,volume_ma_10,volume_ratio_10,volume_ma_20,volume_ratio_20,volume_ma_50,volume_ratio_50,high_low_ratio,close_open_ratio,momentum_5d,momentum_10d,momentum_20d,index_return_1d,index_return_3d,index_return_5d,index_return_10d,relative_strength_5d,relative_strength_10d,relative_strength_20d,beta_approx_20,beta_approx_60,target_return_1d,target_direction
2020-01-02 00:00:00-05:00,71.47659213409148,72.52857392672578,71.22325176244068,72.46825408935547,135480400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0183271913593457,1.0138739400642327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011307270039892467,-1
2020-01-03 00:00:00-05:00,71.69616734789946,72.52375386627762,71.53933722124737,71.76372528076172,146322800,-0.009721895710707251,-0.009769461878761548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0137604943415366,1.000942280952543,0.0,0.0,0.0,-0.007059870562045378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02059304600307343,1
2020-01-06 00:00:00-05:00,70.88547942287144,72.37416924858576,70.63454677653742,72.33556365966797,118387200,0.00796834858654627,0.00793676894442025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0246284934417698,1.0204567176324781,0.0,0.0,0.0,0.0035333728907271933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008938335851634609,-1
2020-01-07 00:00:00-05:00,72.34522736157655,72.60098298229356,71.77581141002224,71.99537658691406,108872000,-0.004702902079459226,-0.004713995518012435,-0.00652530557529829,-0.006546688452353746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0114965133247675,0.9951641485220033,0.0,0.0,0.0,-0.0028032386528962228,-0.00634472593766533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03392119156342867,1
2020-01-08 00:00:00-05:00,71.69858142215591,73.45509501348069,71.69858142215591,73.15349578857422,132079200,0.016086021860890698,0.015958012758142306,0.019365919235314166,0.01918078618455015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3432830810547,1.0111995567938457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0244985822101913,1.020292094174805,0.0,0.0,0.0,0.004902451368978156,0.005626211608711351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010935932000187203,1
2020-01-09 00:00:00-05:00,74.13068273740295,74.90036463569696,73.87975745537804,74.70734405517578,170108400,0.021240929771728867,0.02101848565616374,0.03278857971808735,0.03226250289629344,0.030897528772522165,0.030429809961952107,0.0,0.0,0.0,0.0,0.0,0.0,0.013223716726098265,0.20991999519132745,0.0,0.0,0.0,0.0,72.79110107421874,1.026325236913276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0138144359899306,1.0077789829592636,0.030897528772522165,0.0,0.0,0.006655262605488987,0.008754611930738232,0.005172077600423375,0.0,0.02572545117209879,0.0,0.0,0.0,0.0,0.0033482158484404627,1
2020-01-10 00:00:00-05:00,74.94137084294664,75.44082088635776,74.3743628731269,74.876220703125,140644800,0.002260509325890281,0.002257958218495422,0.040014293316920524,0.03923445663280129,0.04337143048505698,0.0424572300592092,0.0,0.0,0.0,0.0,0.0,0.0,0.010408946041791432,0.16523689582122159,0.0,0.0,0.0,0.0,73.41360015869141,1.0199230189130077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0143390541045723,0.9991306518804123,0.04337143048505698,0.0,0.0,-0.002855178689662563,0.008702069891230346,0.009428566727743615,0.0,0.03394286375731337,0.0,0.0,0.0,0.0,0.016236962819083853,1
2020-01-13 00:00:00-05:00,75.19229072850685,76.5024356673447,75.07405885483226,76.47589111328125,121532000,0.021364198074295793,0.021139182800253026,0.04541676770047065,0.04441562667491214,0.057237785179820255,0.055659643915042065,0.0,0.0,0.0,0.0,0.0,0.0,0.011840701149598435,0.18796530354284438,0.0,0.0,0.0,0.0,74.24166564941406,1.0300939565986802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.019026236682826,1.0170709041091597,0.057237785179820255,0.0,0.0,0.006976215252569862,0.010783674846014835,0.012891633851035866,0.0,0.04434615132878439,0.0,0.0,0.0,0.0,-0.015314061465970223,-1
2020-01-14 00:00:00-05:00,76.41318515734736,76.62309704687446,75.3201898237738,75.4432373046875,161954400,-0.013502998050249793,-0.013594992601885115,0.009850346827591894,0.009802148416863339,0.047890029627265296,0.0467786468311693,0.0,0.0,0.0,0.0,0.0,0.0,0.01502940392351189,0.23858439081090532,0.0,0.0,0.0,0.0,74.93123779296874,1.0068329247827639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0172982466739537,0.987306538123459,0.047890029627265296,0.0,0.0,-0.001514532772802224,0.0025803741710292982,0.014200622663512963,0.0,0.03368940696375233,0.0,0.0,0.0,0.0,0.005579350789614081,1
2020-01-15 00:00:00-05:00,75.24298894303718,76.12365735740354,74.68804185654645,75.11993408203125,121923600,-0.0042853837428866726,-0.004294592317398832,0.0032548835480432636,0.003249597880969204,0.02688098869725053,0.026526041755628137,0.0,0.0,0.0,0.0,0.0,0.0,0.01554650987952785,0.24679319337743652,0.0,0.0,0.0,0.0,75.32452545166015,0.9972838677920355,0.04120966375365106,73.83390426635742,1.017417876359815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135730480.0,0.8982772329398673,0.0,0.0,0.0,0.0,1.0192214906854098,0.9983645670814714,0.02688098869725053,0.0,0.0,0.0018701968845122874,0.007331508319255997,0.011140311304902895,0.0,0.015740677392347635,0.0,0.0,0.0,0.0,0.00854628779812684,1
2020-01-16 00:00:00-05:00,75.66279597280943,76.17189926714461,75.3008769215495,76.06090545654297,108829200,0.012526253996498093,0.012448449535468342,-0.005426359218535626,-0.005441135383815558,0.0181181839414275,0.01795600563493285,0.04957551982358588,0.04838581559688506,0.0,0.0,0.0,0.0,0.013708615039314578,0.21761751727887788,0.012766344881643544,0.2026594422486668,0.0,0.0,75.5952377319336,1.006160014024437,0.03852306966555864,74.19316940307617,1.0251739623538627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133065360.0,0.8178627405359291,0.0,0.0,0.0,0.0,1.0115672271187832,1.0052616279720432,0.0181181839414275,0.04957551982358588,0.0,0.00836655302646827,0.00872233664830735,0.012859226203855822,0.018097812720087036,0.005258957737571679,0.03147770710349884,0.0,0.0,0.0,0.002908855093800374,1
2020-01-17 00:00:00-05:00,76.30943200280402,76.90539240608445,76.00300982033474,76.90298461914062,137816400,0.011071116726039776,0.01101028051793554,0.019348948515527598,0.01916413773600503,0.027068191970472055,0.026708327934372868,0.07161360866193256,0.06916555799358208,0.0,0.0,0.0,0.0,0.014043901486814423,0.2229400246272073,0.011770465251190876,0.1868503432210708,0.0,0.0,76.00059051513672,1.0118735143751834,0.035238570930362416,74.70709533691407,1.0293933162884132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132214720.0,1.0423680510006752,0.0,0.0,0.0,0.0,1.0118729848710317,1.0077782339713235,0.027068191970472055,0.07161360866193256,0.0,0.003862162248501333,0.014154155681583847,0.019682428410166652,0.029296572227539563,0.007385763560305403,0.042317036434392996,0.0,0.0,0.0,0.004382244327073392,1
2020-01-21 00:00:00-05:00,76.53140508279039,76.97294309653658,76.24428203921465,76.3818130493164,110843200,-0.006777000559930135,-0.00680006870920482,0.016798190556279957,0.016658661344198862,-0.0012301662994091966,-0.0012309235750850162,0.05593720688602999,0.05442872033995702,0.0,0.0,0.0,0.0,0.011466390694123791,0.18202330927294105,0.012534827649285516,0.19898422012239503,0.0,0.0,75.98177490234374,1.005264922377594,0.02343844575291285,75.11172027587891,1.0169093820348216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131460320.0,0.8431684937325574,0.0,0.0,0.0,0.0,1.0095569272584555,0.9980453510122785,-0.0012301662994091966,0.05593720688602999,0.0,-0.0026519776473655776,0.009576534639972989,0.009932745181605807,0.02295242834665845,-0.011162911481015003,0.03298477853937154,0.0,0.0,0.0,-0.0020717244414782416,-1
2020-01-22 00:00:00-05:00,76.8667843985574,77.20698922015548,76.56036222573736,76.65446472167969,101832400,0.003569588904458687,0.00356323304270365,0.00780373651317956,0.00777344485143433,0.016054817638597507,0.015927302069503886,0.06471371295823558,0.06270594890067319,0.0,0.0,0.0,0.0,0.008726961252805462,0.1385362150573196,0.012048128073098841,0.19125810387165215,0.0,0.0,76.2240203857422,1.005647095676129,0.017252919221024246,75.57762908935547,1.0142480737395332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.86865671868856,0.0,1.2355211423224932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130756360.0,0.7787950046942267,0.0,0.0,0.0,0.0,1.0084459761633773,0.9972378228315519,0.016054817638597507,0.06471371295823558,0.0,0.0002890760711180551,0.001489365178886537,0.011757031754381586,0.026124611589481317,0.004297785884215921,0.038589101368754264,0.0,0.0,0.0,0.00732908494041928,1
2020-01-23 00:00:00-05:00,76.70753760258107,77.1032319252794,76.15982874124028,77.02361297607422,104472000,0.004815743684791984,0.00480418508515456,0.0015685783527259467,0.0015673494186533715,0.025341860550145645,0.025026079472057105,0.052904063514412014,0.051552121227685314,0.0,0.0,0.0,0.0,0.007652977578647337,0.12148725277352465,0.011553731537365738,0.18340980217604227,0.0,0.0,76.60475616455078,1.0054677650905084,0.016996200178018003,75.96464080810547,1.0139403300891505,0.028858511044754873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.9027691368604,0.0,1.2096697865906378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127995640.0,0.8162153023337357,0.0,0.0,0.0,0.0,1.0123871494937893,1.0041205256141936,0.025341860550145645,0.052904063514412014,0.0,0.0011409766124783616,-0.0012253884771835644,0.011020615260286304,0.022283699649960464,0.014321245289859341,0.03062036386445155,0.0,0.0,0.0,-0.03181906646851845,-1
2020-01-24 00:00:00-05:00,77.26973366124079,78.01287102929439,76.61103819892749,76.80165100097656,146537600,-0.0028817393331912466,-0.0028858995383236143,0.005496569600790702,0.005481518589534432,0.00973884730910557,0.009691730398264986,0.02803348147745699,0.027647736033197905,0.0,0.0,0.0,0.0,0.006955862885644542,0.11042090009567745,0.0102879450450106,0.16331606454598352,0.0,0.0,76.7529052734375,1.0006350994449709,0.015314027394279627,76.17407150268555,1.008238754813951,0.02669925163659674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.40178169572687,0.0,1.2394852284003985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125638560.0,1.166342562347101,0.0,0.0,0.0,0.0,1.018298052908863,0.9939422250073184,0.00973884730910557,0.02803348147745699,0.0,-0.009042160974207403,-0.007624712210508533,-0.006433919191523696,0.006342571790071139,0.016172766500629265,0.02169090968738585,0.0,0.0,0.0,0.008192197918214591,1
