date,open,high,low,close,volume,return_1d,log_return_1d,return_3d,log_return_3d,return_5d,log_return_5d,return_10d,log_return_10d,return_20d,log_return_20d,return_50d,log_return_50d,volatility_5d,realized_vol_5d,volatility_10d,realized_vol_10d,volatility_20d,realized_vol_20d,ma_5,ma_5_ratio,ma_5_slope,ma_10,ma_10_ratio,ma_10_slope,ma_20,ma_20_ratio,ma_20_slope,ma_50,ma_50_ratio,ma_50_slope,ma_200,ma_200_ratio,ma_200_slope,rsi_14,rsi_30,atr_14,atr_30,high_20,low_20,price_position_20,high_50,low_50,price_position_50,volume_ma_10,volume_ratio_10,volume_ma_20,volume_ratio_20,volume_ma_50,volume_ratio_50,high_low_ratio,close_open_ratio,momentum_5d,momentum_10d,momentum_20d,target_return_1d,target_direction
2020-07-17 00:00:00-04:00,150.4499969482422,151.1999969482422,147.42250061035156,148.09849548339844,95226000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.025623607809196,0.9843702126118838,0.0,0.0,0.0,0.07742485419926956,1
2020-07-20 00:00:00-04:00,150.00999450683594,160.0679931640625,149.7010040283203,159.8419952392578,151964000,0.07929519957328535,0.07630823511693882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0692512999697783,1.065542304462746,0.0,0.0,0.0,-0.03325298192834498,-1
2020-07-21 00:00:00-04:00,161.62449645996094,162.0290069580078,155.28599548339844,156.9145050048828,122426000,-0.018314900474015072,-0.018484694634580835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.043423178333749,0.9708584307562256,0.0,0.0,0.0,-0.00855361328125,-1
2020-07-22 00:00:00-04:00,156.25,157.5,153.26300048828125,154.99549865722656,82084000,-0.012229630062539742,-0.012305027339411448,0.046570379741644796,0.04551851314294661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0276452861957555,0.99197119140625,0.0,0.0,0.0,-0.054310941509361665,-1
2020-07-23 00:00:00-04:00,154.9134979248047,154.9134979248047,148.5,149.32749938964844,113138000,-0.036568799201794455,-0.03725419917985109,-0.06578055931966353,-0.06804392115384336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.83559875488282,0.9706953435893765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.043188538214173,0.9639411761403277,0.0,0.0,0.0,0.04505123620147184,1
2020-07-24 00:00:00-04:00,146.5,151.57899475097656,144.39999389648438,150.44549560546875,112648000,0.007486874288995304,0.007458986752838637,-0.04122633149314503,-0.04210023976642394,0.015847562221409595,0.015723300715933974,0.0,0.0,0.0,0.0,0.0,0.0,0.04496856282116611,0.7138538042447439,0.0,0.0,0.0,0.0,154.30499877929688,0.9749878279747217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.049716074500935,1.0269317106175342,0.015847562221409595,0.0,0.0,-0.0025245271818722004,-1
2020-07-27 00:00:00-04:00,153.10000610351562,154.89999389648438,150.7884979248047,152.760498046875,83410000,0.015387648743417026,0.015270459525145965,-0.014419777540083834,-0.014524752901866571,-0.04430310808985427,-0.04531447487585876,0.0,0.0,0.0,0.0,0.0,0.0,0.02075870373251766,0.32953420569786007,0.0,0.0,0.0,0.0,152.88869934082032,0.9991614730552483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0272666418743026,0.9977824425662591,-0.04430310808985427,0.0,0.0,-0.0076221254663161285,-1
2020-07-28 00:00:00-04:00,152.7135009765625,153.85450744628906,149.78799438476562,150.01649475097656,62534000,-0.017962780502695397,-0.018126069617507432,0.004613988475962394,0.0046033766604771705,-0.0439603098113307,-0.04495584985878531,0.0,0.0,0.0,0.0,0.0,0.0,0.02071911663100813,0.32890577994353953,0.0,0.0,0.0,0.0,151.50909729003905,0.990148429594263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0271484579136405,0.9823394381744948,-0.0439603098113307,0.0,0.0,-0.005605446182360197,-1
2020-07-29 00:00:00-04:00,151.54949951171875,151.95799255371094,149.8385009765625,151.67649841308594,59482000,0.011065474265779418,0.011004699826417956,0.008182383943520666,0.008149089734056713,-0.02141352666944618,-0.021646122692955922,0.0,0.0,0.0,0.0,0.0,0.0,0.022307026059331252,0.35411306065456594,0.0,0.0,0.0,0.0,150.84529724121094,1.0055102889322818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0141451733922509,1.0008380027764947,-0.02141352666944618,0.0,0.0,0.07631055230843613,1
2020-07-30 00:00:00-04:00,150.6999969482422,154.60000610351562,150.25,152.593994140625,122566000,0.006049030252796905,0.0060308083157400725,-0.0010899670292964236,-0.001090561475349223,0.02187470334886621,0.021638884802635313,0.0,0.0,0.0,0.0,0.0,0.0,0.013014404325375477,0.2065972638395211,0.0,0.0,0.0,0.0,151.49859619140625,1.007230416497291,-0.015191558926489348,152.66709747314454,0.9995211585618021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100547800.0,1.218982414334277,0.0,0.0,0.0,0.0,1.0289517877105865,1.0125679975496835,0.02187470334886621,0.0,0.0,-0.019571514003984408,-1
