date,actual_return,actual_direction
2021-12-21 00:00:00-05:00,0.0162393452464907,1
2021-12-22 00:00:00-05:00,0.0070512751260723,1
2021-12-23 00:00:00-05:00,0.0173359997178748,1
2021-12-27 00:00:00-05:00,-0.004607094899717,-1
2021-12-28 00:00:00-05:00,0.0007806867563517,1
2021-12-29 00:00:00-05:00,-0.0076893610891881,-1
2021-12-30 00:00:00-05:00,-0.0014601942787217,-1
2021-12-31 00:00:00-05:00,0.0269923955288045,1
2022-01-03 00:00:00-05:00,-0.0165360534980831,-1
2022-01-04 00:00:00-05:00,-0.0384724280776236,-1
2022-01-05 00:00:00-05:00,0.0011003608355953,1
2022-01-06 00:00:00-05:00,-0.0220372135074705,-1
2022-01-07 00:00:00-05:00,0.019162421740767,1
2022-01-10 00:00:00-05:00,0.0220517377254995,1
2022-01-11 00:00:00-05:00,-0.0019301644734205,-1
2022-01-12 00:00:00-05:00,-0.0252589517701765,-1
2022-01-13 00:00:00-05:00,0.0009924260114159,1
2022-01-14 00:00:00-05:00,-0.0088041293859384,-1
2022-01-18 00:00:00-05:00,-0.0177648264723041,-1
2022-01-19 00:00:00-05:00,-0.015331324221192,-1
2022-01-20 00:00:00-05:00,-0.0267606772618015,-1
2022-01-21 00:00:00-05:00,-0.0064991082220174,-1
2022-01-24 00:00:00-05:00,0.0284312584899186,1
2022-01-25 00:00:00-05:00,-0.0064219274090077,-1
2022-01-26 00:00:00-05:00,0.020067485683443,1
2022-01-27 00:00:00-05:00,0.0268542258614453,1
2022-01-28 00:00:00-05:00,0.0226258092310225,1
2022-01-31 00:00:00-05:00,0.0042527702045142,1
2022-02-01 00:00:00-05:00,-0.0015454295755229,-1
2022-02-02 00:00:00-05:00,-0.0147939098962371,-1
2022-02-03 00:00:00-05:00,0.006873274864785,1
2022-02-04 00:00:00-05:00,-0.0065369976308636,-1
2022-02-07 00:00:00-05:00,0.0251558003380903,1
2022-02-08 00:00:00-05:00,-0.0108492435171101,-1
2022-02-09 00:00:00-05:00,-0.0103941346088679,-1
2022-02-10 00:00:00-05:00,-0.0287819774332415,-1
2022-02-11 00:00:00-05:00,0.0215093789292371,1
2022-02-14 00:00:00-05:00,0.0051470824220118,1
2022-02-15 00:00:00-05:00,-0.0047717060733753,-1
2022-02-16 00:00:00-05:00,-0.0070746700662018,-1
2022-02-17 00:00:00-05:00,-0.028500830103437,-1
2022-02-18 00:00:00-05:00,0.0033942170959086,1
2022-02-22 00:00:00-05:00,-0.0782891056100738,-1
2022-02-23 00:00:00-05:00,0.0737971778656972,1
2022-02-24 00:00:00-05:00,-0.0047607842238315,-1
2022-02-25 00:00:00-05:00,0.0100578019963658,1
2022-02-28 00:00:00-05:00,-0.0018820463039929,-1
2022-03-01 00:00:00-05:00,0.0248190036321315,1
2022-03-02 00:00:00-05:00,-0.0236244650657399,-1
2022-03-03 00:00:00-05:00,-0.0068698078969428,-1
2022-03-04 00:00:00-05:00,-0.0277912881901219,-1
2022-03-07 00:00:00-05:00,0.016748623921587,1
2022-03-08 00:00:00-05:00,-0.0079266546153805,-1
2022-03-09 00:00:00-05:00,-0.0079278576631806,-1
2022-03-10 00:00:00-05:00,-0.0470649356345997,-1
2022-03-11 00:00:00-05:00,-0.0036311256372241,-1
2022-03-14 00:00:00-04:00,0.0407554658847787,1
2022-03-15 00:00:00-04:00,0.0099330966875004,1
2022-03-16 00:00:00-04:00,0.0119789891821205,1
2022-03-17 00:00:00-04:00,0.0186904893814436,1
2022-03-18 00:00:00-04:00,0.0122315521799981,1
2022-03-21 00:00:00-04:00,0.0149840573673165,1
2022-03-22 00:00:00-04:00,0.0182746655140715,1
2022-03-23 00:00:00-04:00,0.0164857668739117,1
2022-03-24 00:00:00-04:00,-0.0098344076906236,-1
2022-03-25 00:00:00-04:00,0.0262530201185822,1
2022-03-28 00:00:00-04:00,0.0105269970061267,1
2022-03-29 00:00:00-04:00,-0.0039763939440239,-1
2022-03-30 00:00:00-04:00,-0.0214236885119562,-1
2022-03-31 00:00:00-04:00,0.0031029108243547,1
2022-04-01 00:00:00-04:00,0.016783977573179,1
2022-04-04 00:00:00-04:00,-0.0289579323571395,-1
2022-04-05 00:00:00-04:00,-0.0069620579937006,-1
2022-04-06 00:00:00-04:00,0.003622334691864,1
2022-04-07 00:00:00-04:00,-0.0178716551936505,-1
2022-04-08 00:00:00-04:00,-0.0040899931096023,-1
2022-04-11 00:00:00-04:00,-0.0037495414871967,-1
2022-04-12 00:00:00-04:00,0.019296425355552,1
2022-04-13 00:00:00-04:00,-0.0392686444240131,-1
2022-04-14 00:00:00-04:00,0.0067103354034651,1
2022-04-18 00:00:00-04:00,0.022664144242701,1
2022-04-19 00:00:00-04:00,0.0008888480657086,1
2022-04-20 00:00:00-04:00,-0.014504734473328,-1
2022-04-21 00:00:00-04:00,-0.0320797912346738,-1
2022-04-22 00:00:00-04:00,0.0070135626974199,1
2022-04-25 00:00:00-04:00,-0.0390756584284625,-1
2022-04-26 00:00:00-04:00,0.0214226757757721,1
2022-04-27 00:00:00-04:00,0.0162637225526209,1
2022-04-28 00:00:00-04:00,-0.0316979966088933,-1
2022-04-29 00:00:00-04:00,0.0091889075099485,1
2022-05-02 00:00:00-04:00,0.0096112075825695,1
2022-05-03 00:00:00-04:00,0.0261788400357967,1
2022-05-04 00:00:00-04:00,-0.0464493863609172,-1
2022-05-05 00:00:00-04:00,-0.0069229537006788,-1
2022-05-06 00:00:00-04:00,0.0038083791890225,1
2022-05-09 00:00:00-04:00,-0.012988951147573,-1
2022-05-10 00:00:00-04:00,-0.0699020645297163,-1
2022-05-11 00:00:00-04:00,0.0127477199025985,1
2022-05-12 00:00:00-04:00,0.0066396792614688,1
2022-05-13 00:00:00-04:00,0.0227409029990663,1
2022-05-16 00:00:00-04:00,-0.0135023964245215,-1
2022-05-17 00:00:00-04:00,-0.0474633019537162,-1
2022-05-18 00:00:00-04:00,-0.0056478862062958,-1
2022-05-19 00:00:00-04:00,-0.009346462840995,-1
2022-05-20 00:00:00-04:00,0.0219175094889519,1
2022-05-23 00:00:00-04:00,-0.0169024331277071,-1
2022-05-24 00:00:00-04:00,-0.0075127423302876,-1
2022-05-25 00:00:00-04:00,0.058228530081897,1
2022-05-26 00:00:00-04:00,0.0253112580064328,1
2022-05-27 00:00:00-04:00,0.0055677499334068,1
2022-05-31 00:00:00-04:00,-0.0138091711284553,-1
2022-06-01 00:00:00-04:00,-0.0062908555254716,-1
2022-06-02 00:00:00-04:00,0.0008849290270148,1
2022-06-03 00:00:00-04:00,-0.0182276523178464,-1
2022-06-06 00:00:00-04:00,0.0293036638001107,1
2022-06-07 00:00:00-04:00,-0.0100952692694518,-1
2022-06-08 00:00:00-04:00,-0.0462335181335959,-1
2022-06-09 00:00:00-04:00,-0.052822976553851,-1
2022-06-10 00:00:00-04:00,0.0019568590755291,1
2022-06-13 00:00:00-04:00,0.0087134061823881,1
2022-06-14 00:00:00-04:00,-0.0164569287648362,-1
2022-06-15 00:00:00-04:00,-0.0152180680934124,-1
2022-06-16 00:00:00-04:00,0.0257554196090633,1
