regime,0,1,2,3,4
0.0,0.6543878656554712,0.1744312026002167,0.06175514626218852,0.1094257854821235,0.0
1.0,0.28522920203735147,0.5738539898132428,0.10186757215619695,0.03904923599320883,0.0
2.0,0.0762987012987013,0.11525974025974026,0.7922077922077922,0.00487012987012987,0.011363636363636364
3.0,0.28225806451612906,0.051075268817204304,0.008064516129032258,0.6586021505376344,0.0
4.0,0.0,0.0,0.6363636363636364,0.0,0.36363636363636365
