date,open,high,low,close,volume
2015-01-02 00:00:00-05:00,24.69424086520776,24.70532612789623,23.79860610220979,24.23755645751953,212818400
2015-01-05 00:00:00-05:00,24.006990190147395,24.0867993234754,23.368518814896508,23.554738998413086,257142000
2015-01-06 00:00:00-05:00,23.619036378758544,23.816341876980253,23.195604375837014,23.556962966918945,263188400
2015-01-07 00:00:00-05:00,23.765342712054718,23.987034348142444,23.654496894010858,23.88727378845215,160423600
2015-01-08 00:00:00-05:00,24.215381460812253,24.862720720656704,24.097883456887466,24.80508041381836,237458000
2015-01-09 00:00:00-05:00,24.97800165194986,25.106583234710648,24.432640311803063,24.83168601989746,214798000
2015-01-12 00:00:00-05:00,24.962488900263498,24.96913938166108,24.120061326220533,24.21982192993164,198603200
2015-01-13 00:00:00-05:00,24.703103135568583,25.006821335803178,24.144440865044796,24.434856414794922,268367600
2015-01-14 00:00:00-05:00,24.173263026705097,24.49471531323738,24.053549306454705,24.34174919128418,195826400
2015-01-15 00:00:00-05:00,24.38608425431382,24.39938521357673,23.645634871541997,23.68110466003418,240056000
2015-01-16 00:00:00-05:00,23.72765845555715,23.849589546937747,23.321962305734257,23.497098922729492,314053200
2015-01-20 00:00:00-05:00,23.907229956551088,24.157742637400762,23.610163917244932,24.102319717407227,199599600
2015-01-21 00:00:00-05:00,24.153312880657907,24.621082558011924,24.002562439263624,24.28632926940918,194303600
2015-01-22 00:00:00-05:00,24.443720442092136,24.93365875835831,24.32400675479041,24.918140411376953,215185600
2015-01-23 00:00:00-05:00,24.895972028166835,25.21742423193683,24.725268516966384,25.046722412109375,185859200
2015-01-26 00:00:00-05:00,25.215206718108252,25.35265614411919,25.00681772616178,25.07332420349121,222460000
2015-01-27 00:00:00-05:00,24.922573329505678,24.935875977807996,24.171038818283535,24.195425033569336,382274800
2015-01-28 00:00:00-05:00,26.07758554037671,26.18621565566704,25.563261032104492,25.563261032104492,585908400
2015-01-29 00:00:00-05:00,25.78717547085102,26.423431184589887,25.61868932490351,26.359140396118164,337745600
2015-01-30 00:00:00-05:00,26.248299275082537,26.603005679197125,25.90467644184349,25.97340202331543,334982000
2015-02-02 00:00:00-05:00,26.17070219145008,26.41899577815114,25.73396933307641,26.29928207397461,250956400
2015-02-03 00:00:00-05:00,26.270462571181156,26.40125984300976,26.07315712262307,26.3037166595459,207662800
2015-02-04 00:00:00-05:00,26.2704623926231,26.71606311438626,26.22834043488918,26.505455017089844,280598800
2015-02-05 00:00:00-05:00,26.71244324385506,26.75918372529074,26.54106770476852,26.694639205932617,168984800
2015-02-06 00:00:00-05:00,26.71244158799873,26.763632651229667,26.363012106960742,26.469844818115234,174826400
2015-02-09 00:00:00-05:00,26.385273124818873,26.67238256646888,26.35856451948115,26.645675659179688,155559200
2015-02-10 00:00:00-05:00,26.745827739601534,27.186510351861603,26.743603296210924,27.157575607299805,248034000
2015-02-11 00:00:00-05:00,27.32450317740265,27.803021749787224,27.264410937172286,27.794118881225586,294247200
2015-02-12 00:00:00-05:00,28.05674975412918,28.372795669606173,27.947692577307883,28.145776748657227,297898000
2015-02-13 00:00:00-05:00,28.328276526199947,28.328276526199947,27.96549358013913,28.283763885498047,217088800
